year,rank,artist,song,gender,queerFlag,lyricFlag,relationshipType,sampleLyrics,artistID
2016,11,Sia Featuring Sean Paul,Cheap Thrills,man,1,0,Unspecified,,Sia
2016,12,Lukas Graham,7 Years,man,0,0,,,
2016,13,Rihanna,Needed Me,woman,0,0,,,
2016,14,Flo Rida,My House,man,0,0,,,
2016,15,Mike Posner,I Took A Pill In Ibiza,man,0,0,,,
2016,16,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,mixed,1,0,Straight,,Fifth Harmony
2016,17,Calvin Harris Featuring Rihanna,This Is What You Came For,mixed,0,0,,,
2016,18,DNCE,Cake By The Ocean,mixed,0,0,,,
2016,19,G-Eazy x Bebe Rexha,"Me, Myself & I",mixed,1,0,None,,Bebe Rexha
2016,20,twenty one pilots,Ride,man,0,0,,,
2016,21,twenty one pilots,Heathens,man,0,0,,,
2016,22,Zayn,Pillowtalk,man,0,0,,,
2016,23,Shawn Mendes,Stitches,man,0,0,,,
2016,24,Drake,Hotline Bling,man,0,0,,,
2016,25,Major Lazer Featuring Justin Bieber & MO,Cold Water,mixed,0,0,,,
2016,26,Adele,Send My Love (To Your New Lover),woman,0,0,,,
2016,27,The Chainsmokers Featuring Rozes,Roses,mixed,0,0,,,
2016,28,Shawn Mendes,Treat You Better,man,0,0,,,
2016,29,Drake Featuring Rihanna,Too Good,mixed,0,0,,,
2016,30,Future Featuring The Weeknd,Low Life,man,0,0,,,
2016,31,Justin Bieber,What Do You Mean?,man,0,0,,,
2016,32,The Weeknd,The Hills,man,0,0,,,
2016,33,P!nk,Just Like Fire,woman,0,0,,,
2016,34,D.R.A.M. Featuring Lil Yachty,Broccoli,man,0,0,,,
2016,35,Bryson Tiller,Don't,man,0,0,,,
2016,36,Ariana Grande,Dangerous Woman,woman,0,0,,,
2016,37,Drake & Future,Jumpman,man,0,0,,,
2016,38,gnash Featuring Olivia O'Brien,I Hate U I Love U,mixed,0,0,,,
2016,39,Alessia Cara,Here,woman,0,0,,,
2016,40,Selena Gomez,Same Old Love,woman,0,0,,,
2016,41,Drake,Controlla,man,0,0,,,
2016,42,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,mixed,0,0,,,
2016,43,Charlie Puth,One Call Away,man,0,0,,,
2016,44,James Bay,Let It Go,man,0,0,,,
2016,45,Meghan Trainor,No,woman,0,0,,,
2016,46,Zara Larsson & MNEK,Never Forget You,mixed,1,0,Unspecified,,MNEK
2016,47,DJ Snake Featuring Justin Bieber,Let Me Love You,man,0,0,,,
2016,48,Kent Jones,Don't Mind,man,0,0,,,
2016,49,Florida Georgia Line,H.O.L.Y.,man,0,0,,,
2016,50,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,mixed,0,0,,,
2016,51,Ariana Grande,Into You,woman,0,0,,,
2016,52,Kiiara,Gold,woman,0,0,,,
2016,53,Bryson Tiller,Exchange,man,0,0,,,
2016,54,Fetty Wap Featuring Remy Boyz,679,man,0,0,,,
2016,55,Jeremih,Oui,man,0,0,,,
2016,56,Selena Gomez,Hands To Myself,woman,0,0,,,
2016,57,Kevin Gates,2 Phones,man,0,0,,,
2016,58,The Weeknd Featuring Daft Punk,Starboy,man,0,0,,,
2016,59,DJ Khaled Featuring Drake,For Free,man,0,0,,,
2016,60,Flume Featuring Kai,Never Be Like You,mixed,0,0,,,
2016,61,The Weeknd,In The Night,man,0,0,,,
2016,62,Meghan Trainor,Me Too,woman,0,0,,,
2016,63,Elle King,Ex's & Oh's,woman,0,0,,,
2016,64,Thomas Rhett,Die A Happy Man,man,0,0,,,
2016,65,Post Malone,White Iverson,man,0,0,,,
2016,66,Nick Jonas Featuring Tove Lo,Close,mixed,1,0,Straight,,Tove Lo
2016,67,X Ambassadors,Unsteady,man,1,0,None,,X Ambassadors
2016,68,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,man,1,0,None,,X Ambassadors
2016,69,Yo Gotti Featuring Nicki Minaj,Down In The DM,mixed,0,0,,,
2016,70,Tory Lanez,Luv,man,0,0,,,
2016,71,Beyonce,Sorry,woman,0,0,,,
2016,72,The Weeknd,Can't Feel My Face,man,0,0,,,
2016,73,Coldplay,Hymn For The Weekend,man,0,0,,,
2016,74,Tory Lanez,Say It,man,0,0,,,
2016,75,Travis Scott,Antidote,man,0,0,,,
2016,76,Ruth B,Lost Boy,woman,0,0,,,
2016,77,Ariana Grande Featuring Nicki Minaj,Side To Side,woman,0,0,,,
2016,78,Daya,"Sit Still, Look Pretty",woman,1,0,Straight,,Daya
2016,79,Taylor Swift,Wildest Dreams,woman,0,0,,,
2016,80,DJ Snake Featuring Bipolar Sunshine,Middle,man,0,0,,,
2016,81,Ellie Goulding,On My Mind,woman,0,0,,,
2016,82,Drake Featuring The Throne,Pop Style,man,0,0,,,
2016,83,Adele,When We Were Young,woman,0,0,,,
2016,84,Daya,Hide Away,woman,1,0,Straight,,Daya
2016,85,Major Lazer & DJ Snake Featuring MO,Lean On,mixed,0,0,,,
2016,86,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,mixed,0,0,,,
2016,87,"Fat Joe, Remy Ma and Jay-Z featuring French Montana and Infared",All the Way Up,mixed,0,0,,,
2016,88,Silento,Watch Me,man,0,0,,,
2016,89,Chris Brown,Back To Sleep,man,0,0,,,
2016,90,Usher Featuring Young Thug,No Limit,man,0,0,,,
2016,91,O.T. Genasis Featuring Young Dolph,Cut It,man,0,0,,,
2016,92,Kevin Gates,Really Really,man,0,0,,,
2016,93,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),mixed,1,0,Unspecified,,Fifth Harmony
2016,94,Hailee Steinfeld & Grey Featuring Zedd,Starving,mixed,0,0,,,
2016,95,Coldplay,Adventure Of A Lifetime,man,0,0,,,
2016,96,Tim McGraw,Humble And Kind,man,0,0,,,
2016,97,Future,Wicked,man,0,0,,,
2016,98,Desiigner,Tiimmy Turner,man,0,0,,,
2016,99,Wiz Khalifa Featuring Charlie Puth,See You Again,man,0,0,,,
2016,100,One Direction,Perfect,man,0,0,,,
2017,1,Ed Sheeran,Shape Of You,man,0,0,,,
2017,2,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,man,0,0,,,
2017,3,Bruno Mars,That's What I Like,man,0,0,,,
2017,4,Kendrick Lamar,Humble.,man,0,0,,,
2017,5,The Chainsmokers & Coldplay,Something Just Like This,man,0,0,,,
2017,6,Migos Featuring Lil Uzi Vert,Bad And Boujee,man,0,0,,,
2017,7,The Chainsmokers Featuring Halsey,Closer,mixed,1,0,Unspecified,,Halsey
2017,8,Sam Hunt,Body Like A Back Road,man,0,0,,,
2017,9,Imagine Dragons,Believer,man,0,0,,,
2017,10,Post Malone Featuring Quavo,Congratulations,man,0,0,,,
2017,11,James Arthur,Say You Won't Let Go,man,0,0,,,
2017,12,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,man,0,0,,,
2017,13,Lil Uzi Vert,XO TOUR Llif3,man,0,0,,,
2017,14,Future,Mask Off,man,0,0,,,
2017,15,French Montana Featuring Swae Lee,Unforgettable,man,0,0,,,
2017,16,Bruno Mars,24K Magic,man,0,0,,,
2017,17,Zedd & Alessia Cara,Stay,mixed,0,0,,,
2017,18,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,mixed,0,0,,,
2017,19,Rae Sremmurd Featuring Gucci Mane,Black Beatles,man,0,0,,,
2017,20,The Weeknd Featuring Daft Punk,Starboy,man,0,0,,,
2017,21,Khalid,Location,man,0,0,,,
2017,22,Charlie Puth,Attention,man,0,0,,,
2017,23,Shawn Mendes,There's Nothing Holdin' Me Back,man,0,0,,,
2017,24,Cardi B,Bodak Yellow (Money Moves),woman,1,0,Straight,,Cardi B
2017,25,Childish Gambino,Redbone,man,0,0,,,
2017,26,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),mixed,0,0,,,
2017,27,Kygo x Selena Gomez,It Ain't Me,mixed,0,0,,,
2017,28,KYLE Featuring Lil Yachty,iSpy,man,0,0,,,
2017,29,Julia Michaels,Issues,woman,0,0,,,
2017,30,Alessia Cara,Scars To Your Beautiful,woman,0,0,,,
2017,31,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,mixed,0,0,,,
2017,32,Niall Horan,Slow Hands,man,0,0,,,
2017,33,Rihanna,Love On The Brain,woman,0,0,,,
2017,34,The Weeknd Featuring Daft Punk,I Feel It Coming,man,0,0,,,
2017,35,Big Sean,Bounce Back,man,0,0,,,
2017,36,Liam Payne Featuring Quavo,Strip That Down,man,0,0,,,
2017,37,Drake,Fake Love,man,0,0,,,
2017,38,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,man,0,0,,,
2017,39,Taylor Swift,Look What You Made Me Do,woman,0,0,,,
2017,40,Ed Sheeran,Castle On The Hill,man,0,0,,,
2017,41,Machine Gun Kelly x Camila Cabello,Bad Things,mixed,0,0,,,
2017,42,The Chainsmokers,Paris,man,0,0,,,
2017,43,Ariana Grande Featuring Nicki Minaj,Side To Side,woman,0,0,,,
2017,44,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,mixed,1,0,None,,Anne-Marie
2017,45,Portugal. The Man,Feel It Still,man,0,0,,,
2017,46,DJ Snake Featuring Justin Bieber,Let Me Love You,man,0,0,,,
2017,47,Demi Lovato,Sorry Not Sorry,nb,1,0,Unspecified,,Demi Lovato
2017,48,21 Savage,Bank Account,man,0,0,,,
2017,49,Justin Timberlake,Can't Stop The Feeling!,man,0,0,,,
2017,50,J Balvin & Willy William Featuring Beyonce,Mi Gente,mixed,0,0,,,
2017,51,Imagine Dragons,Thunder,man,0,0,,,
2017,52,Migos,T-Shirt,man,0,0,,,
2017,53,Yo Gotti Featuring Nicki Minaj,Rake It Up,mixed,0,0,,,
2017,54,Shawn Mendes,Mercy,man,0,0,,,
2017,55,Kodak Black,Tunnel Vision,man,0,0,,,
2017,56,Post Malone Featuring 21 Savage,Rockstar,man,0,0,,,
2017,57,Brett Young,In Case You Didn't Know,man,0,0,,,
2017,58,twenty one pilots,Heathens,man,0,0,,,
2017,59,Halsey,Now Or Never,woman,1,0,Unspecified,,Halsey
2017,60,Amine,Caroline,man,0,0,,,
2017,61,Ayo & Teo,Rolex,man,0,0,,,
2017,62,Kendrick Lamar,DNA.,man,0,0,,,
2017,63,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),man,0,0,,,
2017,64,Rae Sremmurd,Swang,man,0,0,,,
2017,65,Drake,Passionfruit,man,0,0,,,
2017,66,Kendrick Lamar Featuring Rihanna,Loyalty.,mixed,0,0,,,
2017,67,Kesha,Praying,woman,1,0,Unspecified,,Kesha
2017,68,Travis Scott,Goosebumps,man,0,0,,,
2017,69,Maroon 5 Featuring Future,Cold,man,0,0,,,
2017,70,D.R.A.M. Featuring Lil Yachty,Broccoli,man,0,0,,,
2017,71,Calvin Harris Featuring Frank Ocean & Migos,Slide,man,1,0,Straight,,Frank Ocean
2017,72,Kane Brown Featuring Lauren Alaina,What Ifs,mixed,0,0,,,
2017,73,Katy Perry Featuring Skip Marley,Chained To The Rhythm,mixed,0,0,,,
2017,74,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,mixed,0,0,,,
2017,75,Jon Bellion,All Time Low,man,0,0,,,
2017,76,Luke Combs,Hurricane,man,0,0,,,
2017,77,Sam Smith,Too Good At Goodbyes,nb,1,0,Unspecified,,Sam Smith
2017,78,Khalid,Young Dumb & Broke,man,0,0,,,
2017,79,Playboi Carti,Magnolia,man,0,0,,,
2017,80,SZA Featuring Travis Scott,Love Galore,mixed,0,0,,,
2017,81,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,man,0,0,,,
2017,82,Hailee Steinfeld & Grey Featuring Zedd,Starving,mixed,0,0,,,
2017,83,Gucci Mane Featuring Drake,Both,man,0,0,,,
2017,84,P!nk,What About Us,woman,0,0,,,
2017,85,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,mixed,0,0,,,
2017,86,Migos Featuring Gucci Mane,Slippery,man,0,0,,,
2017,87,Harry Styles,Sign Of The Times,man,0,0,,,
2017,88,Adele,Water Under The Bridge,woman,0,0,,,
2017,89,Miley Cyrus,Malibu,nb,1,0,Unspecified,,Miley Cyrus
2017,90,Marian Hill,Down,mixed,0,0,,,
2017,91,Cheat Codes Featuring Demi Lovato,No Promises,mixed,1,0,Unspecified,,Demi Lovato
2017,92,Shawn Mendes,Treat You Better,man,0,0,,,
2017,93,Gucci Mane Featuring Migos,I Get The Bag,man,0,0,,,
2017,94,Dustin Lynch,Small Town Boy,man,0,0,,,
2017,95,YFN Lucci Featuring PnB Rock,Everyday We Lit,man,0,0,,,
2017,96,Camila Cabello Featuring Young Thug,Havana,mixed,0,0,,,
2017,97,Maroon 5 Featuring SZA,What Lovers Do,mixed,0,0,,,
2017,98,blackbear,Do Re Mi,man,0,0,,,
2017,99,XXXTENTACION,Look At Me!,man,0,0,,,
2017,100,Keith Urban Featuring Carrie Underwood,The Fighter,mixed,0,0,,,
2018,1,Drake,God's Plan,man,0,0,,,
2018,2,Ed Sheeran,Perfect,man,0,0,,,
2018,3,Bebe Rexha & Florida Georgia Line,Meant To Be,mixed,1,0,Straight,,Bebe Rexha
2018,4,Camila Cabello Featuring Young Thug,Havana,mixed,0,0,,,
2018,5,Post Malone Featuring 21 Savage,Rockstar,man,0,0,,,
2018,6,Post Malone Featuring Ty Dolla $ign,Psycho,man,0,0,,,
2018,7,"Cardi B, Bad Bunny & J Balvin",I Like It,mixed,1,0,Straight,,Cardi B
2018,8,"Zedd, Maren Morris & Grey",The Middle,mixed,0,0,,,
2018,9,Drake,In My Feelings,man,0,0,,,
2018,10,Maroon 5 Featuring Cardi B,Girls Like You,mixed,1,0,Straight,,Cardi B
2018,11,Drake,Nice For What,man,0,0,,,
2018,12,Juice WRLD,Lucid Dreams,man,0,0,,,
2018,13,Post Malone,Better Now,man,0,0,,,
2018,14,Bruno Mars & Cardi B,Finesse,mixed,1,0,Straight,,Cardi B
2018,15,Ella Mai,Boo'd Up,woman,0,0,,,
2018,16,Dua Lipa,New Rules,woman,0,0,,,
2018,17,XXXTENTACION,Sad!,man,0,0,,,
2018,18,Camila Cabello,Never Be The Same,woman,0,0,,,
2018,19,Khalid & Normani,Love Lies,mixed,0,0,,,
2018,20,Ariana Grande,No Tears Left To Cry,woman,0,0,,,
2018,21,Bazzi,Mine,man,0,0,,,
2018,22,Imagine Dragons,Thunder,man,0,0,,,
2018,23,BlocBoy JB Featuring Drake,Look Alive,man,0,0,,,
2018,24,Taylor Swift,Delicate,woman,0,0,,,
2018,25,Lil Baby & Drake,Yes Indeed,man,0,0,,,
2018,26,Marshmello & Anne-Marie,Friends,mixed,1,0,Straight,,Anne-Marie
2018,27,Halsey,Bad At Love,woman,1,1,Both,"Got a girl with California eyes, And I thought that she could really be the one this time",Halsey
2018,28,Tyga Featuring Offset,Taste,man,0,0,,,
2018,29,NF,Let You Down,man,0,0,,,
2018,30,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,mixed,1,0,Straight,,Cardi B
2018,31,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,mixed,0,0,,,
2018,32,Dan + Shay,Tequila,man,0,0,,,
2018,33,Portugal. The Man,Feel It Still,man,0,0,,,
2018,34,"Migos, Nicki Minaj & Cardi B",MotorSport,mixed,1,0,Straight,,Cardi B
2018,35,Lauv,I Like Me Better,man,0,0,,,
2018,36,5 Seconds Of Summer,Youngblood,man,0,0,,,
2018,37,Imagine Dragons,Whatever It Takes,man,0,0,,,
2018,38,Offset & Metro Boomin,Ric Flair Drip,man,0,0,,,
2018,39,Post Malone,I Fall Apart,man,0,0,,,
2018,40,The Weeknd & Kendrick Lamar,Pray For Me,man,0,0,,,
2018,41,Selena Gomez,Back To You,woman,0,0,,,
2018,42,Travis Scott,Sicko Mode,man,0,0,,,
2018,43,Migos Featuring Drake,Walk It Talk It,man,0,0,,,
2018,44,Lil Pump,Gucci Gang,man,0,0,,,
2018,45,G-Eazy & Halsey,Him & I,mixed,1,0,Straight,,Halsey
2018,46,Shawn Mendes,In My Blood,man,0,0,,,
2018,47,Kendrick Lamar & SZA,All The Stars,mixed,0,0,,,
2018,48,Migos,Stir Fry,man,0,0,,,
2018,49,Sam Smith,Too Good At Goodbyes,nb,1,0,Unspecified,,Sam Smith
2018,50,Kendrick Lamar Featuring Zacari,Love.,man,0,0,,,
2018,51,Childish Gambino,This Is America,man,0,0,,,
2018,52,Drake,Nonstop,man,0,0,,,
2018,53,Kane Brown,Heaven,man,0,0,,,
2018,54,Cardi B,Bodak Yellow (Money Moves),woman,1,0,Straight,,Cardi B
2018,55,Lil Dicky Featuring Chris Brown,Freaky Friday,man,0,0,,,
2018,56,6ix9ine,Gummo,man,0,0,,,
2018,57,Rich The Kid,Plug Walk,man,0,0,,,
2018,58,Maroon 5,Wait,man,0,0,,,
2018,59,Cardi B,Be Careful,woman,1,0,Straight,,Cardi B
2018,60,Selena Gomez X Marshmello,Wolves,mixed,0,0,,,
2018,61,Cardi B Featuring 21 Savage,Bartier Cardi,mixed,1,1,Both,"I got your bitch and she naked, Ice on the cake when I bake it",Cardi B
2018,62,Ariana Grande,God Is A Woman,woman,0,0,,,
2018,63,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,mixed,0,0,,,
2018,64,Demi Lovato,Sorry Not Sorry,nb,1,0,Unspecified,,Demi Lovato
2018,65,Charlie Puth,How Long,man,0,0,,,
2018,66,MAX Featuring gnash,Lights Down Low,man,0,0,,,
2018,67,Khalid,Young Dumb & Broke,man,0,0,,,
2018,68,Calvin Harris & Dua Lipa,One Kiss,mixed,0,0,,,
2018,69,Imagine Dragons,Natural,man,0,0,,,
2018,70,Jason Aldean,You Make It Easy,man,0,0,,,
2018,71,Ed Sheeran,Shape Of You,man,0,0,,,
2018,72,Gucci Mane Featuring Migos,I Get The Bag,man,0,0,,,
2018,73,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,man,0,0,,,
2018,74,A$AP Ferg Featuring Nicki Minaj,Plain Jane,mixed,0,0,,,
2018,75,Miguel Featuring Travis Scott,Sky Walker,man,0,0,,,
2018,76,Thomas Rhett,Marry Me,man,0,0,,,
2018,77,"benny blanco, Halsey & Khalid",Eastside,mixed,1,0,Straight,,Halsey
2018,78,The Weeknd,Call Out My Name,man,0,0,,,
2018,79,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,man,0,0,,,
2018,80,Marshmello & Bastille,Happier,man,0,0,,,
2018,81,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,man,0,0,,,
2018,82,Florida Georgia Line,Simple,man,0,0,,,
2018,83,N*E*R*D & Rihanna,Lemon,mixed,0,0,,,
2018,84,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,mixed,0,0,,,
2018,85,Justin Timberlake Featuring Chris Stapleton,Say Something,man,0,0,,,
2018,86,Drake,I'm Upset,man,0,0,,,
2018,87,Kenny Chesney,Get Along,man,0,0,,,
2018,88,XXXTENTACION,Moonlight,man,0,0,,,
2018,89,Maroon 5 Featuring SZA,What Lovers Do,mixed,0,0,,,
2018,90,Nicky Jam x J Balvin,X,man,0,0,,,
2018,91,YoungBoy Never Broke Again,Outside Today,man,0,0,,,
2018,92,Ella Mai,Trip,woman,0,0,,,
2018,93,Daddy Yankee,Dura,man,0,0,,,
2018,94,XXXTENTACION,Changes,man,0,0,,,
2018,95,Brett Young,Mercy,man,0,0,,,
2018,96,Luke Combs,One Number Away,man,0,0,,,
2018,97,Rae Sremmurd & Juicy J,Powerglide,man,0,0,,,
2018,98,Dua Lipa,IDGAF,woman,0,0,,,
2018,99,J Balvin & Willy William Featuring Beyonce,Mi Gente,mixed,0,0,,,
2018,100,Imagine Dragons,Believer,man,0,0,,,
2019,1,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,man,1,0,Straight,,Lil Nas X
2019,2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),man,0,0,,,
2019,3,Halsey,Without Me,woman,1,0,Unspecified,,Halsey
2019,4,Billie Eilish,Bad Guy,woman,0,0,,,
2019,5,Post Malone,Wow.,man,0,0,,,
2019,6,Marshmello & Bastille,Happier,man,0,0,,,
2019,7,Ariana Grande,7 Rings,woman,0,0,,,
2019,8,Khalid,Talk,man,0,0,,,
2019,9,Travis Scott,Sicko Mode,man,0,0,,,
2019,10,Jonas Brothers,Sucker,man,0,0,,,
2019,11,Panic! At The Disco,High Hopes,man,1,0,None,,Panic! At The Disco/Brendon Urie
2019,12,Ariana Grande,"Thank U, Next",woman,0,0,,,
2019,13,Lizzo,Truth Hurts,woman,1,0,Straight,,Lizzo
2019,14,Sam Smith & Normani,Dancing With A Stranger,mixed,1,0,Straight,,Sam Smith
2019,15,Shawn Mendes & Camila Cabello,Senorita,mixed,0,0,,,
2019,16,Ed Sheeran & Justin Bieber,I Don't Care,man,0,0,,,
2019,17,"benny blanco, Halsey & Khalid",Eastside,mixed,1,0,Straight,,Halsey
2019,18,Meek Mill Featuring Drake,Going Bad,man,0,0,,,
2019,19,Lady Gaga & Bradley Cooper,Shallow,mixed,1,0,Straight,,Lady Gaga
2019,20,Khalid,Better,man,0,0,,,
2019,21,Chris Brown Featuring Drake,No Guidance,man,0,0,,,
2019,22,Maroon 5 Featuring Cardi B,Girls Like You,mixed,1,0,Straight,,Cardi B
2019,23,Ava Max,Sweet But Psycho,woman,1,0,None,,Ava Max
2019,24,DaBaby,Suge,man,0,0,,,
2019,25,J. Cole,Middle Child,man,0,0,,,
2019,26,Lil Baby & Gunna,Drip Too Hard,man,0,0,,,
2019,27,Lewis Capaldi,Someone You Loved,man,0,0,,,
2019,28,Lil Tecca,Ran$om,man,0,0,,,
2019,29,Shawn Mendes,If I Can't Have You,man,0,0,,,
2019,30,Post Malone Featuring Young Thug,Goodbyes,man,0,0,,,
2019,31,Kodak Black Featuring Travis Scott & Offset,ZEZE,man,0,0,,,
2019,32,Post Malone,Better Now,man,0,0,,,
2019,33,5 Seconds Of Summer,Youngblood,man,0,0,,,
2019,34,Drake Featuring Rick Ross,Money In The Grave,man,0,0,,,
2019,35,Dan + Shay,Speechless,man,0,0,,,
2019,36,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",woman,0,0,,,
2019,37,Cardi B & Bruno Mars,Please Me,mixed,1,0,Straight,,Cardi B
2019,38,Cardi B,Money,woman,1,1,Both,"Walk out Follie's with a bitch, Bring a thottie to the whip",Cardi B
2019,39,Taylor Swift,You Need To Calm Down,woman,0,0,,,
2019,40,Lil Nas X,Panini,man,1,0,None,,Lil Nas X
2019,41,A Boogie Wit da Hoodie,Look Back At It,man,0,0,,,
2019,42,21 Savage,A Lot,man,0,0,,,
2019,43,Taylor Swift Featuring Brendon Urie,ME!,mixed,1,0,Straight,,Panic! At The Disco/Brendon Urie
2019,44,Bad Bunny Featuring Drake,MIA,man,0,0,,,
2019,45,Polo G Featuring Lil Tjay,Pop Out,man,0,0,,,
2019,46,Luke Combs,Beautiful Crazy,man,0,0,,,
2019,47,Blueface,Thotiana,man,0,0,,,
2019,48,Juice WRLD,Lucid Dreams,man,0,0,,,
2019,49,Sheck Wes,Mo Bamba,man,0,0,,,
2019,50,Ed Sheeran Featuring Khalid,Beautiful People,man,0,0,,,
2019,51,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,man,0,0,,,
2019,52,Morgan Wallen,Whiskey Glasses,man,0,0,,,
2019,53,Blake Shelton,God's Country,man,0,0,,,
2019,54,Dean Lewis,Be Alright,man,0,0,,,
2019,55,Mustard & Migos,Pure Water,man,0,0,,,
2019,56,Blanco Brown,The Git Up,man,0,0,,,
2019,57,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,mixed,1,0,Straight,,Cardi B
2019,58,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,mixed,0,0,,,
2019,59,Calboy,Envy Me,man,0,0,,,
2019,60,Lauren Daigle,You Say,woman,0,0,,,
2019,61,Panic! At The Disco,"Hey Look Ma, I Made It",man,1,0,None,,Panic! At The Disco/Brendon Urie
2019,62,Post Malone,Circles,man,0,0,,,
2019,63,Luke Combs,Beer Never Broke My Heart,man,0,0,,,
2019,64,"Young Thug, J. Cole & Travis Scott",The London,man,0,0,,,
2019,65,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,mixed,0,0,,,
2019,66,YNW Melly,Murder On My Mind,man,0,0,,,
2019,67,Billie Eilish,When The Party's Over,woman,0,0,,,
2019,68,City Girls,Act Up,woman,0,0,,,
2019,69,"Cardi B, Bad Bunny & J Balvin",I Like It,mixed,1,0,Straight,,Cardi B
2019,70,SHAED,Trampoline,mixed,1,0,None,,Cardi B
2019,71,Flipp Dinero,Leave Me Alone,man,0,0,,,
2019,72,Ariana Grande,Breathin,woman,0,0,,,
2019,73,Billie Eilish,Bury A Friend,woman,0,0,,,
2019,74,Lil Baby,Close Friends,man,0,0,,,
2019,75,Pinkfong,Baby Shark,mixed,0,0,,,
2019,76,Saweetie,My Type,woman,0,0,,,
2019,77,YK Osiris,Worth It,man,0,0,,,
2019,78,Jonas Brothers,Only Human,man,0,0,,,
2019,79,Luke Bryan,Knockin' Boots,man,0,0,,,
2019,80,Ella Mai,Trip,woman,0,0,,,
2019,81,Lee Brice,Rumor,man,0,0,,,
2019,82,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,man,0,0,,,
2019,83,Sam Smith,How Do You Sleep?,nb,1,0,Unspecified,,Sam Smith
2019,84,Lil Baby & DaBaby,Baby,man,0,0,,,
2019,85,Thomas Rhett,Look What God Gave Her,man,0,0,,,
2019,86,Kane Brown,Good As You,man,0,0,,,
2019,87,Offset Featuring Cardi B,Clout,mixed,1,0,Straight,,Cardi B
2019,88,Khalid & Normani,Love Lies,mixed,0,0,,,
2019,89,Marshmello & Kane Brown,One Thing Right,man,0,0,,,
2019,90,Megan Thee Stallion Featuring DaBaby,Cash Shit,mixed,1,0,Straight,,Megan Thee Stallion
2019,91,Dan + Shay,Tequila,man,0,0,,,
2019,92,NLE Choppa,Shotta Flow,man,0,0,,,
2019,93,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,mixed,1,0,Straight,,Megan Thee Stallion
2019,94,Florida Georgia Line,Talk You Out Of It,man,0,0,,,
2019,95,Bazzi Featuring Camila Cabello,Beautiful,mixed,0,0,,,
2019,96,Chase Rice,Eyes On You,man,0,0,,,
2019,97,Dan + Shay,All To Myself,man,0,0,,,
2019,98,Ariana Grande & Social House,Boyfriend,mixed,0,0,,,
2019,99,P!nk,Walk Me Home,woman,0,0,,,
2019,100,Juice WRLD,Robbery,man,0,0,,,
2020,1,The Weeknd,Blinding Lights,man,0,0,,,
2020,2,Post Malone,Circles,man,0,0,,,
2020,3,Roddy Ricch,The Box,man,0,0,,,
2020,4,Dua Lipa,Don't Start Now,woman,0,0,,,
2020,5,DaBaby Featuring Roddy Ricch,Rockstar,man,0,0,,,
2020,6,Harry Styles,Adore You,man,0,0,,,
2020,7,Future Featuring Drake,Life Is Good,man,0,0,,,
2020,8,Maroon 5,Memories,man,0,0,,,
2020,9,Maren Morris,The Bones,woman,0,0,,,
2020,10,Lewis Capaldi,Someone You Loved,man,0,0,,,
2020,11,Doja Cat,Say So,woman,1,0,Straight,,Doja Cat
2020,12,Gabby Barrett Featuring Charlie Puth,I Hope,mixed,0,0,,,
2020,13,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,man,0,0,,,
